0.549122,0.925378,1.24772;0.747632,0.845845,-0.112693;0.917114,0.739047,-0.183358;0.993519,0.643829,-0.251063;0.943837,0.560773,-0.304815;0.625912,0.495879,-0.0860284;0.720199,0.387894,-0.235883;0.825633,0.443144,-0.349982;0.886706,0.517646,-0.400629;0.494117,0.468103,-0.0987787;0.500431,0.274486,-0.189413;0.554495,0.148256,-0.260095;0.603168,0.0434307,-0.303604;0.369086,0.490731,-0.136614;0.300973,0.309414,-0.232066;0.30991,0.178821,-0.3031;0.337718,0.071297,-0.339722;0.258652,0.562892,-0.185405;0.128089,0.434122,-0.259144;0.0555655,0.337027,-0.291138;0.0097227,0.248008,-0.304602;
-0.0375012,0.629042,7.55043;0.100984,0.749861,-0.0882488;0.284376,0.835174,-0.138342;0.439576,0.863211,-0.187835;0.520642,0.807968,-0.225859;0.545163,0.589424,-0.0558131;0.728187,0.61545,-0.187482;0.68506,0.689525,-0.287381;0.59761,0.746042,-0.329161;0.547228,0.492063,-0.0690126;0.79794,0.44153,-0.143165;0.955897,0.444587,-0.200226;1.07934,0.45141,-0.233309;0.486758,0.410015,-0.104975;0.709222,0.325143,-0.185529;0.873672,0.29695,-0.242529;1.01091,0.284934,-0.268444;0.372124,0.348814,-0.149694;0.510023,0.233584,-0.210903;0.617836,0.163435,-0.23438;0.722476,0.112776,-0.24033;
0.707284,0.906101,9.70421;0.862155,0.798256,-0.092011;0.986566,0.65023,-0.141554;1.00482,0.544438,-0.189927;0.952453,0.471613,-0.223641;0.623897,0.465765,-0.0568991;0.674457,0.346445,-0.194689;0.793397,0.386168,-0.299943;0.878615,0.447716,-0.345021;0.483707,0.463948,-0.0732115;0.421371,0.27907,-0.153032;0.419054,0.151234,-0.217637;0.421998,0.0450672,-0.255014;0.373634,0.508524,-0.112598;0.239798,0.350201,-0.197536;0.191477,0.228639,-0.264119;0.172505,0.121231,-0.297394;0.298073,0.602751,-0.161417;0.130443,0.513537,-0.227887;0.0260604,0.442109,-0.254007;-0.0492693,0.371683,-0.261225;
0.343447,0.927786,1.4135;0.524672,0.867897,-0.0832456;0.697225,0.765882,-0.140526;0.855219,0.674591,-0.203098;0.894575,0.567434,-0.257827;0.573233,0.569744,-0.0493999;0.681642,0.480175,-0.174029;0.761694,0.48192,-0.258275;0.802504,0.531153,-0.289791;0.460967,0.516304,-0.0675457;0.50846,0.317437,-0.137033;0.541081,0.196581,-0.168949;0.563979,0.0910507,-0.177212;0.34521,0.505742,-0.1077;0.304381,0.32077,-0.18157;0.292352,0.206903,-0.196469;0.28921,0.113017,-0.189783;0.225008,0.539544,-0.158813;0.153542,0.400144,-0.21394;0.119166,0.306602,-0.209668;0.0977731,0.22521,-0.19173;
0.197132,0.890658,1.49309;0.373969,0.871102,-0.0837458;0.577838,0.793869,-0.13694;0.756949,0.730921,-0.193405;0.845993,0.644409,-0.24097;0.543037,0.577853,-0.0492992;0.687687,0.507395,-0.176543;0.766107,0.52844,-0.266033;0.793288,0.587809,-0.301325;0.457916,0.506006,-0.0680775;0.575267,0.324705,-0.139748;0.657265,0.212071,-0.179496;0.718552,0.114062,-0.193444;0.347624,0.478326,-0.108877;0.377582,0.292463,-0.186151;0.4112,0.17547,-0.211303;0.443597,0.0782812,-0.211403;0.212206,0.493284,-0.159742;0.200855,0.346264,-0.2176;0.20609,0.2498,-0.21722;0.218032,0.165379,-0.202081;
0.481236,0.9442,1.42593;0.637067,0.859297,-0.083388;0.785552,0.722558,-0.135857;0.914498,0.602128,-0.193905;0.905693,0.491101,-0.243509;0.592527,0.543063,-0.0390196;0.67265,0.431981,-0.151769;0.745754,0.426219,-0.229508;0.790756,0.475797,-0.256981;0.457537,0.513318,-0.0559096;0.440873,0.312918,-0.110958;0.428459,0.193695,-0.139949;0.408401,0.0889557,-0.148676;0.337052,0.525334,-0.0955005;0.235546,0.357562,-0.155693;0.181218,0.2487,-0.175243;0.139389,0.157993,-0.175807;0.224652,0.580841,-0.146797;0.11551,0.459269,-0.189567;0.0471537,0.376786,-0.186228;-0.00661372,0.306706,-0.1727;
0.0843476,0.707569,1.34703;0.266328,0.752186,-0.0871613;0.474931,0.75717,-0.147703;0.6536,0.75306,-0.208111;0.773072,0.693726,-0.262647;0.523562,0.561202,-0.108036;0.695942,0.54063,-0.240741;0.745581,0.586293,-0.327046;0.743645,0.64452,-0.363976;0.476306,0.482501,-0.126115;0.6534,0.339028,-0.220771;0.768337,0.250543,-0.277054;0.852037,0.171514,-0.304985;0.378881,0.437932,-0.159559;0.469414,0.272446,-0.254391;0.534611,0.174065,-0.291927;0.597133,0.0917008,-0.301377;0.246996,0.426697,-0.19958;0.279054,0.287051,-0.271711;0.3137,0.200274,-0.281341;0.355398,0.126354,-0.274102;
0.657212,0.943151,1.28924;0.775619,0.832151,-0.0809172;0.858112,0.669553,-0.129867;0.93261,0.532901,-0.183471;0.900796,0.420225,-0.227168;0.610404,0.526214,-0.0443105;0.635349,0.404007,-0.154203;0.710256,0.386218,-0.225558;0.779267,0.424502,-0.250649;0.475274,0.523783,-0.0629917;0.378583,0.331236,-0.125765;0.320639,0.215813,-0.156393;0.263837,0.120372,-0.165384;0.369375,0.560347,-0.102992;0.196721,0.415876,-0.169789;0.096376,0.318218,-0.188329;0.0211585,0.236147,-0.188091;0.285476,0.637974,-0.153974;0.128712,0.541634,-0.201496;0.0305234,0.473964,-0.198809;-0.047996,0.414695,-0.185662;
0.0309831,0.601688,1.03969;0.190419,0.679693,-0.0745168;0.385247,0.724372,-0.132811;0.55046,0.754943,-0.193751;0.688337,0.731915,-0.250349;0.505815,0.563866,-0.112367;0.671409,0.570491,-0.241734;0.697379,0.622671,-0.324859;0.666086,0.677749,-0.361507;0.487088,0.479,-0.137542;0.711994,0.373409,-0.231616;0.848602,0.315449,-0.286243;0.950197,0.259857,-0.316238;0.41159,0.417138,-0.176214;0.558316,0.271483,-0.26853;0.65561,0.186402,-0.307814;0.743365,0.117744,-0.322602;0.293051,0.380507,-0.220337;0.37345,0.246694,-0.288296;0.434703,0.166843,-0.29873;0.496823,0.102268,-0.296797;
0.821289,0.864063,1.38628;0.895631,0.758868,-0.0968193;0.917382,0.593657,-0.146909;0.929336,0.455848,-0.195973;0.866502,0.356944,-0.237293;0.615647,0.508986,-0.0651178;0.59874,0.388462,-0.178097;0.665244,0.357229,-0.255728;0.746865,0.372137,-0.288836;0.488883,0.525315,-0.0749396;0.322019,0.369645,-0.144098;0.227079,0.266645,-0.188796;0.145746,0.187178,-0.210053;0.402889,0.577668,-0.105579;0.195495,0.483615,-0.18032;0.0673014,0.407216,-0.217042;-0.035352,0.342231,-0.230458;0.356804,0.662844,-0.146707;0.172903,0.608214,-0.208086;0.0520024,0.564103,-0.220736;-0.0531892,0.520863,-0.218481;
0.476866,0.885055,1.15866;0.653025,0.851322,-0.0807102;0.800115,0.789177,-0.150566;0.890017,0.726517,-0.229055;0.895977,0.640535,-0.297097;0.60875,0.540151,-0.0609095;0.732055,0.468988,-0.215607;0.823988,0.522673,-0.33001;0.869217,0.591789,-0.378524;0.505721,0.481773,-0.08909;0.538721,0.31657,-0.171266;0.601459,0.20837,-0.223232;0.650901,0.111891,-0.249473;0.396077,0.472759,-0.141649;0.334775,0.298022,-0.23018;0.333241,0.17646,-0.282408;0.343546,0.0734192,-0.303387;0.296329,0.516725,-0.203168;0.177581,0.390156,-0.27579;0.115796,0.295265,-0.297222;0.0766479,0.210672,-0.299169;
0.326679,0.867502,1.03168;0.501524,0.866153,-0.0691468;0.673526,0.824967,-0.1298;0.785452,0.778805,-0.199991;0.818408,0.704458,-0.259822;0.590703,0.555235,-0.0490339;0.741392,0.509654,-0.198228;0.807999,0.578699,-0.311249;0.819509,0.653656,-0.358705;0.514638,0.485368,-0.0806628;0.611224,0.334037,-0.156884;0.714955,0.240039,-0.206984;0.801431,0.156594,-0.231883;0.410299,0.460427,-0.135386;0.420285,0.284906,-0.216653;0.471177,0.16734,-0.267259;0.525818,0.0696991,-0.28735;0.293983,0.488848,-0.198413;0.229451,0.347006,-0.264324;0.208984,0.244251,-0.282978;0.205115,0.155052,-0.282948;
0.625196,0.883469,9.87309;0.782322,0.816284,-0.0685359;0.893373,0.727343,-0.135254;0.949207,0.650561,-0.214857;0.937783,0.567438,-0.28368;0.620677,0.522913,-0.039589;0.717323,0.435372,-0.196531;0.830618,0.474322,-0.315275;0.900738,0.537588,-0.366029;0.504966,0.486902,-0.0755148;0.468019,0.314078,-0.156996;0.477544,0.194227,-0.210663;0.479476,0.0912093,-0.23829;0.402724,0.500188,-0.136257;0.266379,0.34256,-0.21948;0.210667,0.229497,-0.269096;0.176423,0.128715,-0.2896;0.331157,0.561139,-0.205854;0.170339,0.464662,-0.268471;0.0805144,0.388112,-0.281625;0.0139746,0.317144,-0.279618;
0.196596,0.813997,1.2043;0.358534,0.845253,-0.0833312;0.540396,0.834415,-0.153947;0.660343,0.813502,-0.229426;0.732855,0.75027,-0.294967;0.574247,0.564976,-0.0736298;0.725623,0.54054,-0.226505;0.764037,0.61212,-0.345229;0.752545,0.682846,-0.399173;0.520861,0.486679,-0.100115;0.669363,0.354861,-0.186627;0.809981,0.277933,-0.249277;0.933487,0.21281,-0.28462;0.422023,0.448234,-0.149013;0.49671,0.282606,-0.239003;0.592478,0.175703,-0.301431;0.688486,0.0885422,-0.33104;0.298347,0.459379,-0.205779;0.296971,0.315471,-0.275705;0.317375,0.213186,-0.298643;0.34568,0.125701,-0.304228;
0.782357,0.845923,7.57296;0.893361,0.757115,-0.0478396;0.930999,0.646209,-0.0973574;0.937239,0.562176,-0.160289;0.931522,0.482942,-0.214809;0.629597,0.497903,-0.0244093;0.686246,0.398232,-0.169801;0.803238,0.413941,-0.285652;0.892281,0.462813,-0.338301;0.506537,0.485645,-0.0651998;0.389433,0.329025,-0.140692;0.348724,0.214519,-0.197175;0.3173,0.123296,-0.228665;0.421987,0.521474,-0.127183;0.224849,0.402564,-0.203;0.129991,0.303269,-0.257325;0.0623992,0.208678,-0.285337;0.389952,0.596221,-0.195474;0.212382,0.542423,-0.251466;0.110954,0.490238,-0.2635;0.0311003,0.436035,-0.264481;
0.0953054,0.715716,3.72593;0.234118,0.790368,-0.0950576;0.405523,0.824214,-0.170288;0.524068,0.821411,-0.245086;0.626147,0.778345,-0.3091;0.551865,0.56733,-0.0882223;0.698809,0.567299,-0.218656;0.696797,0.64314,-0.311357;0.647019,0.710319,-0.352558;0.53028,0.486111,-0.102872;0.68658,0.394301,-0.182589;0.807856,0.359828,-0.238252;0.911596,0.332604,-0.271611;0.453264,0.434336,-0.138165;0.581656,0.292709,-0.225059;0.702975,0.210274,-0.287678;0.817982,0.143043,-0.320586;0.335234,0.418483,-0.180521;0.390112,0.281654,-0.250364;0.450166,0.185958,-0.280925;0.513874,0.105904,-0.294834;
0.86623,0.781197,8.18411;0.946411,0.684005,-0.0504031;0.955813,0.56916,-0.100744;0.945914,0.490029,-0.160989;0.929436,0.421299,-0.211038;0.617742,0.474147,-0.0390327;0.631129,0.366686,-0.184164;0.741627,0.367018,-0.298603;0.837696,0.39984,-0.348543;0.493336,0.487151,-0.0732775;0.327693,0.355218,-0.14516;0.241532,0.253708,-0.197338;0.168817,0.170242,-0.225952;0.420818,0.53527,-0.126755;0.212494,0.459421,-0.190902;0.0989671,0.394541,-0.226428;0.0078817,0.333629,-0.24042;0.412262,0.613581,-0.187962;0.22401,0.584263,-0.228782;0.112074,0.551732,-0.225274;0.0192536,0.514967,-0.213955;
0.291956,0.889114,1.27546;0.52284,0.892698,-0.0708182;0.715667,0.847369,-0.116431;0.844678,0.777657,-0.168607;0.8413,0.685114,-0.214901;0.66957,0.569075,-0.0357843;0.776905,0.497979,-0.130263;0.826831,0.539691,-0.208215;0.835248,0.600964,-0.246747;0.580174,0.491457,-0.0573295;0.730121,0.329607,-0.105294;0.826817,0.226076,-0.149242;0.90825,0.126679,-0.179283;0.464633,0.455529,-0.0964276;0.517501,0.277692,-0.149025;0.541009,0.164891,-0.189709;0.560924,0.075874,-0.213312;0.319197,0.462613,-0.145122;0.297483,0.312469,-0.182815;0.28403,0.217874,-0.190269;0.273726,0.143356,-0.192558;
0.164838,0.830179,1.10496;0.387086,0.8836,-0.0710239;0.59352,0.879398,-0.114527;0.730987,0.827086,-0.165817;0.764243,0.742211,-0.211024;0.639919,0.603116,-0.0215966;0.772243,0.556098,-0.125244;0.808187,0.605396,-0.21155;0.795264,0.669621,-0.252283;0.575896,0.507509,-0.0402376;0.779207,0.379617,-0.0935067;0.909295,0.301569,-0.140914;1.02172,0.227191,-0.171644;0.477642,0.447091,-0.079033;0.587388,0.288187,-0.135896;0.650706,0.185435,-0.181349;0.70152,0.105583,-0.205758;0.3384,0.423771,-0.127927;0.371938,0.277049,-0.165544;0.386789,0.181362,-0.175077;0.398732,0.10355,-0.178236;
0.4197,0.914134,1.14943;0.655233,0.867707,-0.0745879;0.829413,0.794368,-0.124524;0.916291,0.700009,-0.181843;0.890209,0.60537,-0.231189;0.684009,0.537685,-0.0199355;0.772416,0.442809,-0.125268;0.833589,0.468933,-0.213901;0.864035,0.520012,-0.255753;0.57176,0.482533,-0.0380583;0.663513,0.292246,-0.0966311;0.726294,0.170107,-0.15013;0.77368,0.0571655,-0.18385;0.444999,0.467063,-0.0769226;0.435225,0.288331,-0.138744;0.426655,0.172915,-0.191018;0.426823,0.0785694,-0.218033;0.309729,0.49525,-0.125336;0.243214,0.36004,-0.165115;0.198047,0.270556,-0.177272;0.164371,0.197262,-0.180846;
0.0696196,0.736705,8.33993;0.26284,0.834178,-0.0683516;0.447133,0.877877,-0.118504;0.596201,0.859121,-0.177465;0.677418,0.786042,-0.230368;0.593972,0.635996,-0.0291779;0.73199,0.6165,-0.140018;0.754912,0.65959,-0.229412;0.722178,0.713473,-0.270866;0.569703,0.534146,-0.0526806;0.81583,0.442618,-0.107103;0.96635,0.392984,-0.15213;1.09771,0.343195,-0.182812;0.495744,0.453025,-0.0967209;0.659305,0.312558,-0.154922;0.759342,0.226673,-0.199193;0.844336,0.161444,-0.224426;0.373042,0.397409,-0.150468;0.451628,0.253903,-0.187378;0.50237,0.164088,-0.195862;0.54311,0.0911562,-0.200085;
0.563127,0.926468,1.14772;0.770452,0.832104,-0.0705376;0.911636,0.721918,-0.124395;0.955445,0.612633,-0.188721;0.907413,0.514673,-0.244121;0.700254,0.50021,-0.0131835;0.747363,0.392832,-0.126216;0.805592,0.403461,-0.215371;0.847484,0.456935,-0.252833;0.57127,0.468873,-0.0351998;0.594626,0.266938,-0.0873917;0.614256,0.136713,-0.124122;0.627517,0.0167863,-0.143943;0.443548,0.478946,-0.0808516;0.368018,0.302302,-0.137177;0.318652,0.195948,-0.169432;0.289621,0.111239,-0.181709;0.320888,0.534935,-0.137545;0.20173,0.411035,-0.174251;0.129444,0.333218,-0.174475;0.0754729,0.272024,-0.167584;
0.00777285,0.648666,9.50676;0.169273,0.777618,-0.0686284;0.330718,0.855816,-0.121101;0.476751,0.86664,-0.182065;0.57582,0.807563,-0.236475;0.553109,0.647496,-0.0265935;0.694036,0.657701,-0.140533;0.691001,0.704697,-0.235004;0.63428,0.748779,-0.279199;0.560609,0.543388,-0.0493469;0.821328,0.503826,-0.105896;0.98289,0.487714,-0.154403;1.12805,0.468822,-0.186536;0.512516,0.45091,-0.092787;0.714632,0.354314,-0.151746;0.834227,0.292878,-0.194411;0.933307,0.249628,-0.217204;0.407885,0.374929,-0.145863;0.531905,0.258006,-0.182635;0.609973,0.184891,-0.187489;0.673788,0.126859,-0.187435;
0.715802,0.897321,6.6941;0.871739,0.777261,-0.0526772;0.941192,0.636183,-0.0854978;0.938907,0.521043,-0.128712;0.89134,0.428057,-0.165327;0.686685,0.461834,0.00257895;0.697005,0.355998,-0.0881629;0.756423,0.348667,-0.162945;0.811838,0.377799,-0.197653;0.555938,0.452111,-0.0272232;0.503134,0.258273,-0.0739822;0.484063,0.137756,-0.110185;0.466448,0.035696,-0.131081;0.436802,0.487428,-0.0777567;0.293472,0.329258,-0.138421;0.206331,0.234845,-0.181166;0.143616,0.155021,-0.200491;0.339623,0.56754,-0.135864;0.169654,0.460931,-0.180655;0.06289,0.394253,-0.191529;-0.0247632,0.337958,-0.193257;
0.330942,0.95258,7.92127;0.546957,0.902367,-0.0819366;0.742321,0.795948,-0.132755;0.882104,0.706532,-0.18988;0.943654,0.619647,-0.237282;0.593575,0.542668,-0.0334971;0.718553,0.425682,-0.185503;0.810664,0.474569,-0.315845;0.860713,0.553346,-0.377024;0.462912,0.500387,-0.0582255;0.52725,0.295356,-0.139979;0.569116,0.170285,-0.220492;0.60136,0.0643026,-0.273112;0.33321,0.502296,-0.105749;0.36918,0.309789,-0.176068;0.399022,0.190046,-0.22377;0.431144,0.0879194,-0.24803;0.200758,0.548295,-0.165141;0.212574,0.396003,-0.204429;0.222268,0.297923,-0.201346;0.238956,0.214657,-0.191789;
0.192565,0.89137,8.00619;0.422437,0.886318,-0.0891858;0.644232,0.818105,-0.145121;0.809125,0.747476,-0.204621;0.91044,0.669878,-0.254589;0.565482,0.553897,-0.0572952;0.742407,0.461546,-0.215724;0.810069,0.531191,-0.345176;0.818874,0.611583,-0.404927;0.456034,0.493773,-0.078558;0.602017,0.310057,-0.166239;0.695256,0.199686,-0.254136;0.767502,0.101191,-0.314572;0.329484,0.474737,-0.121592;0.438383,0.296209,-0.199764;0.518238,0.183488,-0.26231;0.590547,0.0843898,-0.298838;0.184095,0.495964,-0.174688;0.252699,0.351288,-0.221613;0.307773,0.258652,-0.230553;0.365373,0.178982,-0.231989;
0.493258,0.970951,8.94506;0.689829,0.881408,-0.065552;0.845795,0.749672,-0.107653;0.952906,0.6494,-0.159337;1.00438,0.570108,-0.203597;0.598043,0.528401,-0.0250228;0.687719,0.395183,-0.168955;0.807598,0.421967,-0.29576;0.899925,0.482538,-0.358713;0.458351,0.509228,-0.0578217;0.445428,0.297052,-0.140022;0.446556,0.167276,-0.224331;0.443869,0.0606321,-0.281524;0.334958,0.533397,-0.110449;0.293741,0.33918,-0.181941;0.280536,0.215961,-0.232934;0.275188,0.110395,-0.260491;0.222402,0.598726,-0.173034;0.176381,0.449145,-0.213236;0.151566,0.352637,-0.210811;0.137384,0.269255,-0.202793;
0.0364913,0.796459,7.98248;0.258814,0.853252,-0.0769623;0.500174,0.834615,-0.117404;0.68085,0.796015,-0.162551;0.804453,0.750479,-0.199917;0.544201,0.567467,-0.0452243;0.743369,0.51194,-0.187126;0.783247,0.586675,-0.299496;0.761321,0.670729,-0.349839;0.468545,0.489409,-0.0664044;0.684319,0.331949,-0.147612;0.813513,0.236824,-0.224841;0.915961,0.152169,-0.274545;0.358098,0.449224,-0.106886;0.531422,0.291846,-0.18115;0.648341,0.196203,-0.23189;0.752645,0.115564,-0.257361;0.211303,0.442942,-0.156705;0.327112,0.315122,-0.204209;0.40945,0.233048,-0.210248;0.488014,0.164792,-0.206596;
0.679611,0.954596,7.39471;0.850297,0.846881,-0.0575708;0.941585,0.688172,-0.0932766;0.977272,0.584855,-0.140913;1.00554,0.515622,-0.180966;0.611905,0.499549,-0.029986;0.641666,0.360311,-0.17538;0.77248,0.387471,-0.294569;0.883116,0.449815,-0.350742;0.46522,0.509997,-0.067896;0.367312,0.307333,-0.151218;0.304253,0.181723,-0.231679;0.242976,0.0791481,-0.28394;0.358866,0.560569,-0.124442;0.235954,0.380315,-0.196842;0.167556,0.26091,-0.245166;0.113615,0.157536,-0.270217;0.27891,0.650581,-0.19059;0.178616,0.517019,-0.234464;0.114255,0.426332,-0.234623;0.0663464,0.342111,-0.227274;
-0.0347573,0.701751,7.33997;0.146685,0.798199,-0.0829182;0.373427,0.82795,-0.127487;0.554173,0.823889,-0.175287;0.684883,0.792038,-0.216418;0.53608,0.573168,-0.0632742;0.736643,0.554219,-0.206094;0.739156,0.632049,-0.316377;0.686441,0.708154,-0.367552;0.489593,0.484226,-0.0835733;0.748063,0.368521,-0.171964;0.902322,0.301569,-0.253581;1.03322,0.240102,-0.306847;0.395223,0.426204,-0.12175;0.616609,0.300521,-0.203705;0.758851,0.227337,-0.257542;0.889786,0.166786,-0.285396;0.254268,0.395856,-0.169021;0.406776,0.289888,-0.223235;0.516047,0.226296,-0.23377;0.621958,0.174393,-0.233777;
0.840615,0.903596,5.53915;0.948495,0.757716,-0.0486273;0.971555,0.597378,-0.0795482;0.962136,0.487675,-0.123113;0.955305,0.406585,-0.16208;0.609456,0.468558,-0.03008;0.572804,0.33984,-0.153299;0.697858,0.343403,-0.257216;0.824205,0.374918,-0.311745;0.477217,0.504344,-0.0690176;0.297269,0.331473,-0.14456;0.190151,0.22189,-0.220747;0.0964932,0.134226,-0.275965;0.394822,0.571418,-0.123601;0.197022,0.424358,-0.190439;0.0774299,0.320385,-0.234745;-0.0120833,0.230993,-0.262812;0.352918,0.66988,-0.186832;0.187673,0.564728,-0.22919;0.0849518,0.483648,-0.231972;0.00156024,0.404621,-0.231393;
0.34654,0.901601,1.29789;0.588437,0.90113,-0.0830489;0.800197,0.823854,-0.124137;0.92696,0.727721,-0.164149;0.887485,0.635063,-0.198097;0.672591,0.555764,-0.0448667;0.766208,0.484937,-0.137374;0.836459,0.51312,-0.210978;0.874697,0.567533,-0.246098;0.549311,0.478357,-0.056529;0.660873,0.316334,-0.111805;0.760666,0.228198,-0.14734;0.852955,0.150525,-0.166057;0.407651,0.443053,-0.087955;0.447369,0.265166,-0.160019;0.493031,0.153228,-0.209981;0.538701,0.065673,-0.23295;0.253398,0.459763,-0.12703;0.196819,0.304994,-0.186901;0.158929,0.211166,-0.206862;0.133163,0.13614,-0.212999;
0.209076,0.848075,1.09894;0.433362,0.899731,-0.0794364;0.672256,0.870265,-0.121122;0.825005,0.799485,-0.162277;0.821243,0.710958,-0.201027;0.655988,0.587098,-0.0542456;0.763008,0.538848,-0.144535;0.81258,0.576156,-0.217906;0.819285,0.632928,-0.253677;0.562093,0.490556,-0.0673366;0.73405,0.359039,-0.110159;0.851849,0.293451,-0.143181;0.959977,0.233311,-0.165517;0.43652,0.429913,-0.0989335;0.543649,0.268795,-0.161353;0.623459,0.171064,-0.215185;0.69051,0.0959571,-0.246906;0.277672,0.415435,-0.137415;0.285507,0.256917,-0.194479;0.282163,0.159411,-0.218988;0.284805,0.0792869,-0.232508;
0.501196,0.919237,1.11399;0.725474,0.869305,-0.0854788;0.912727,0.765822,-0.129371;0.965814,0.658327,-0.173426;0.939865,0.566525,-0.206949;0.678276,0.518542,-0.0258355;0.761049,0.42752,-0.132225;0.842488,0.456763,-0.220824;0.894584,0.517141,-0.261463;0.534094,0.468618,-0.0380262;0.58684,0.293298,-0.0992681;0.653316,0.187221,-0.149299;0.712273,0.0982487,-0.178808;0.389173,0.46153,-0.0732692;0.360577,0.282367,-0.147314;0.358843,0.16472,-0.207949;0.369264,0.0731289,-0.238031;0.247786,0.507221,-0.116895;0.143802,0.367733,-0.170149;0.0760153,0.284127,-0.188913;0.0274424,0.214839,-0.195201;
0.0748878,0.774591,1.07023;0.278956,0.865277,-0.0903238;0.524698,0.890094,-0.139142;0.70659,0.853442,-0.187469;0.735028,0.766892,-0.232247;0.61226,0.613905,-0.0633078;0.745204,0.590925,-0.169377;0.777001,0.638646,-0.253909;0.757607,0.694476,-0.294755;0.562544,0.503005,-0.0761176;0.795966,0.397776,-0.128052;0.943616,0.356264,-0.167895;1.07461,0.321877,-0.19443;0.465634,0.421444,-0.109038;0.632561,0.280435,-0.17589;0.743054,0.200004,-0.229953;0.836281,0.141742,-0.261199;0.319405,0.376034,-0.150807;0.386169,0.227278,-0.206038;0.419409,0.134706,-0.226596;0.453922,0.059795,-0.237787;
0.627003,0.915796,6.93456;0.836667,0.822755,-0.063553;0.965672,0.681212,-0.0981458;0.988775,0.560373,-0.138302;0.953609,0.46421,-0.169967;0.690158,0.494539,-0.0236174;0.738907,0.390918,-0.121054;0.820823,0.395969,-0.191335;0.888571,0.442907,-0.21853;0.535829,0.466922,-0.0458307;0.507858,0.27129,-0.0936192;0.532743,0.159193,-0.119844;0.560157,0.065968,-0.130753;0.389588,0.482566,-0.0888712;0.280468,0.308433,-0.148769;0.241244,0.198063,-0.19031;0.226437,0.108974,-0.20888;0.265821,0.546894,-0.139497;0.107582,0.434807,-0.184167;0.0134571,0.36378,-0.1926;-0.0536634,0.305517,-0.191636;
0.0266362,0.694534,9.54422;0.196801,0.818276,-0.0766064;0.39993,0.881572,-0.125524;0.572885,0.870056,-0.177504;0.644394,0.796778,-0.226295;0.566484,0.638226,-0.0521223;0.694177,0.628524,-0.155709;0.72257,0.6743,-0.236153;0.69653,0.731226,-0.274916;0.559169,0.524985,-0.0718923;0.815882,0.456019,-0.124134;0.976847,0.439726,-0.162243;1.11775,0.433031,-0.188775;0.495028,0.429409,-0.111577;0.70336,0.317302,-0.178215;0.845491,0.260081,-0.232598;0.960618,0.227453,-0.265276;0.374662,0.358254,-0.158887;0.486901,0.222435,-0.212995;0.556682,0.135935,-0.234817;0.614896,0.0699046,-0.248484;
0.796344,0.881138,5.79083;0.94129,0.759419,-0.0478581;0.971772,0.592908,-0.0699046;0.963368,0.47249,-0.0993742;0.916717,0.392986,-0.12052;0.664816,0.462688,-0.00999025;0.679921,0.354163,-0.100803;0.769365,0.344746,-0.166279;0.859435,0.380334,-0.190084;0.510344,0.459693,-0.0369369;0.415247,0.279701,-0.0778785;0.404011,0.167721,-0.0961992;0.397126,0.0740967,-0.0996851;0.379632,0.498587,-0.083675;0.213117,0.353784,-0.137057;0.134096,0.252814,-0.17335;0.0816263,0.168477,-0.187549;0.290131,0.583243,-0.13706;0.0854249,0.509662,-0.17823;-0.039877,0.459193,-0.183948;-0.134086,0.416617,-0.179827;
0.631031,0.919436,1.01418;0.779321,0.793176,-0.0577872;0.8583,0.646422,-0.0923317;0.905744,0.522716,-0.137234;0.896354,0.42266,-0.174234;0.59702,0.483408,0.0133538;0.643738,0.334812,-0.109423;0.738631,0.333798,-0.21753;0.818588,0.382669,-0.264828;0.470058,0.478115,-0.00879692;0.432824,0.283157,-0.0618039;0.417868,0.162982,-0.119362;0.394824,0.0655141,-0.156814;0.3599,0.51355,-0.053687;0.292985,0.346374,-0.101816;0.262121,0.23751,-0.137095;0.242157,0.145986,-0.155341;0.261267,0.59104,-0.108573;0.168519,0.476024,-0.134093;0.115853,0.398887,-0.128072;0.0798575,0.33002,-0.118317;
0.495394,0.929507,1.10909;0.679539,0.838097,-0.0697154;0.806484,0.711698,-0.109238;0.888599,0.605667,-0.154293;0.906357,0.505344,-0.190315;0.591286,0.501236,-0.0070841;0.68744,0.368816,-0.132655;0.778013,0.387828,-0.244922;0.839907,0.44606,-0.298236;0.470651,0.470269,-0.0212171;0.504015,0.278761,-0.0814474;0.534072,0.16073,-0.145282;0.551724,0.0646671,-0.18875;0.354965,0.482839,-0.0574147;0.346689,0.307886,-0.109933;0.34984,0.198853,-0.147728;0.358744,0.106855,-0.168389;0.240225,0.538941,-0.104056;0.194408,0.409362,-0.135729;0.166156,0.322708,-0.135353;0.151381,0.245653,-0.129586;
0.76584,0.874146,1.13887;0.873113,0.723649,-0.0599655;0.904439,0.569017,-0.093785;0.905208,0.44756,-0.136397;0.853269,0.35701,-0.172247;0.593671,0.4651,-0.00121061;0.583406,0.313712,-0.119581;0.671163,0.288755,-0.223004;0.76535,0.314441,-0.269662;0.465647,0.485283,-0.0213494;0.368142,0.302462,-0.0746285;0.311404,0.187103,-0.132255;0.256537,0.0971074,-0.170509;0.369415,0.54257,-0.0623851;0.248806,0.394472,-0.110192;0.180789,0.295756,-0.146576;0.13041,0.213755,-0.166761;0.30167,0.639621,-0.113052;0.178266,0.545162,-0.141516;0.102536,0.47876,-0.139053;0.0449483,0.419735,-0.132033;
