0.152497,0.861115,1.48372;0.0456836,0.716536,-0.0651059;0.0610981,0.560282,-0.130277;0.144546,0.441994,-0.189068;0.223591,0.338347,-0.250331;0.35239,0.492605,-0.177915;0.548404,0.30665,-0.295945;0.680792,0.203159,-0.366972;0.793175,0.125653,-0.405144;0.486286,0.539676,-0.2049;0.695036,0.346303,-0.300124;0.82877,0.223284,-0.352767;0.935453,0.129586,-0.382099;0.598579,0.612817,-0.234544;0.795462,0.428495,-0.311204;0.923955,0.311861,-0.346551;1.02509,0.225926,-0.362879;0.694918,0.705874,-0.268581;0.863175,0.562286,-0.338114;0.954371,0.464596,-0.357544;1.03179,0.386048,-0.357755;
0.801464,0.821137,1.43971;0.521726,0.818668,-0.0678319;0.336751,0.725628,-0.124114;0.224998,0.622346,-0.17038;0.102871,0.543525,-0.223293;0.399164,0.565837,-0.191974;0.233297,0.384189,-0.298103;0.143001,0.271117,-0.356447;0.0780543,0.179664,-0.387378;0.553858,0.525729,-0.211803;0.377737,0.331235,-0.308989;0.25837,0.202124,-0.36693;0.164354,0.0969955,-0.400875;0.719299,0.509912,-0.232043;0.553228,0.318114,-0.322071;0.435966,0.19498,-0.381155;0.344303,0.0962844,-0.412145;0.88531,0.509463,-0.252996;0.777485,0.350991,-0.336014;0.68353,0.251991,-0.378043;0.59879,0.168167,-0.396394;
0.0511889,0.7595,1.62481;0.0114305,0.619864,-0.0718118;0.0754819,0.485467,-0.145633;0.204966,0.390632,-0.20696;0.314258,0.302343,-0.27297;0.365524,0.466219,-0.212536;0.624773,0.322299,-0.326904;0.791032,0.24229,-0.394408;0.923264,0.182033,-0.430896;0.47963,0.536921,-0.233286;0.755499,0.38696,-0.324897;0.931203,0.292871,-0.377938;1.06778,0.219005,-0.410403;0.558818,0.624902,-0.252189;0.825756,0.483287,-0.327304;1.00356,0.397559,-0.357758;1.14263,0.335105,-0.373253;0.612923,0.725829,-0.27344;0.83189,0.618994,-0.337713;0.967064,0.547596,-0.347195;1.08091,0.490474,-0.342299;
0.999232,0.732783,6.48326;0.727236,0.797508,-0.0486078;0.476672,0.746102,-0.0839072;0.298674,0.662768,-0.112705;0.145274,0.604224,-0.145896;0.434371,0.582924,-0.129584;0.195304,0.431518,-0.205499;0.0603462,0.34185,-0.242653;-0.0375459,0.271258,-0.262833;0.562508,0.514533,-0.150517;0.298544,0.356902,-0.228182;0.132736,0.253185,-0.275321;0.00610034,0.168912,-0.302421;0.710335,0.471336,-0.173441;0.459017,0.313201,-0.25521;0.292431,0.209792,-0.315121;0.159223,0.126705,-0.345666;0.868276,0.442048,-0.194919;0.683985,0.313233,-0.270145;0.545643,0.234941,-0.312281;0.428705,0.168762,-0.331848;
0.58486,0.954372,1.36668;0.855181,0.824684,0.0748222;0.885561,0.672063,0.10682;0.838341,0.532312,0.134347;0.886677,0.433929,0.158174;0.699136,0.537558,-0.0224863;0.608387,0.32402,-0.0464568;0.546836,0.201399,-0.0434905;0.50108,0.104177,-0.0384954;0.51326,0.54892,-0.0640252;0.444081,0.312375,-0.126044;0.389806,0.168877,-0.141037;0.356875,0.0565573,-0.138702;0.339837,0.585099,-0.0884821;0.288585,0.372883,-0.12969;0.263959,0.240952,-0.130893;0.256427,0.138464,-0.120686;0.182684,0.647105,-0.101115;0.13936,0.481054,-0.122451;0.128381,0.379427,-0.112133;0.137454,0.291696,-0.0943003;
0.414328,0.952247,1.66788;0.708216,0.875049,0.0174023;0.816583,0.728827,0.0202496;0.840756,0.583058,0.0253435;0.906127,0.48945,0.0266208;0.676104,0.556093,-0.0623382;0.680917,0.346647,-0.0999548;0.677128,0.223581,-0.115855;0.671067,0.124354,-0.125961;0.497108,0.541865,-0.0921509;0.524408,0.312061,-0.14332;0.539363,0.172651,-0.164371;0.559305,0.060954,-0.17395;0.311526,0.553307,-0.113213;0.353587,0.343807,-0.154688;0.390905,0.213861,-0.171044;0.430325,0.11438,-0.177949;0.130211,0.590732,-0.129223;0.155589,0.426005,-0.158004;0.191247,0.327841,-0.158377;0.240589,0.246577,-0.152148;
0.231003,0.920987,1.89827;0.5401,0.890253,-0.012583;0.702412,0.764264,-0.0265031;0.785117,0.632215,-0.0322858;0.888748,0.552716,-0.0403314;0.625989,0.583023,-0.10526;0.731948,0.375729,-0.152827;0.787282,0.257168,-0.167872;0.825455,0.162496,-0.175225;0.453998,0.545915,-0.12354;0.600111,0.325202,-0.192094;0.681626,0.191473,-0.220334;0.748537,0.08885,-0.230877;0.27722,0.534527,-0.133763;0.421656,0.333694,-0.189092;0.52022,0.210244,-0.214575;0.604577,0.117545,-0.224344;0.10342,0.547504,-0.140304;0.210575,0.385173,-0.182813;0.295139,0.289265,-0.195413;0.38104,0.212582,-0.195579;
0.927831,0.815817,1.41245;0.99483,0.660898,0.0129024;0.9255,0.524828,-0.00101429;0.815978,0.422555,-0.0157798;0.752482,0.339742,-0.0362898;0.69716,0.472971,-0.0918233;0.440173,0.322476,-0.142881;0.289726,0.234434,-0.160861;0.175144,0.168906,-0.166901;0.563495,0.534084,-0.127844;0.3012,0.36477,-0.184985;0.146225,0.262665,-0.203586;0.0414133,0.185974,-0.209579;0.448098,0.612223,-0.155811;0.212421,0.464745,-0.197074;0.0745084,0.369856,-0.206495;-0.0155931,0.296227,-0.208433;0.358787,0.70546,-0.178796;0.176949,0.586564,-0.207673;0.077809,0.509213,-0.200896;0.00885862,0.44454,-0.188185;
0.102412,0.832353,1.94172;0.402105,0.831118,-0.000920114;0.597051,0.744249,-0.00987031;0.729508,0.648211,-0.0146149;0.853707,0.602409,-0.0238136;0.580012,0.594893,-0.103524;0.769918,0.424021,-0.167995;0.87879,0.317254,-0.196383;0.961521,0.230815,-0.21273;0.435591,0.536729,-0.130651;0.670297,0.35395,-0.215411;0.813652,0.237534,-0.254616;0.931749,0.14197,-0.273241;0.273385,0.497329,-0.15021;0.496199,0.329009,-0.224083;0.647186,0.225295,-0.260017;0.777084,0.14628,-0.275557;0.0991963,0.479181,-0.164475;0.260347,0.346081,-0.228156;0.377096,0.268603,-0.254256;0.490748,0.209004,-0.263601;
1.03699,0.748828,1.4355;1.03075,0.590864,0.00669954;0.910889,0.462255,-0.00827026;0.763734,0.375201,-0.0237813;0.674956,0.305825,-0.0472007;0.680297,0.451322,-0.0873072;0.387701,0.342627,-0.141945;0.213207,0.281537,-0.169509;0.0815045,0.23577,-0.184835;0.578197,0.526288,-0.120803;0.270345,0.404204,-0.176135;0.0805646,0.338018,-0.20582;-0.0543381,0.287719,-0.223266;0.500832,0.617657,-0.147309;0.212603,0.50787,-0.188837;0.038207,0.440609,-0.208806;-0.0823818,0.384765,-0.222367;0.451049,0.722971,-0.169223;0.236053,0.636503,-0.205235;0.108019,0.575514,-0.210092;0.0106202,0.516252,-0.208199;
0.496028,0.965463,1.07752;0.203532,0.858502,-0.0605363;0.0904298,0.710878,-0.110566;0.127003,0.57185,-0.154627;0.161668,0.459731,-0.198569;0.33568,0.546653,-0.123678;0.380916,0.335314,-0.223172;0.408337,0.212382,-0.29035;0.431826,0.114895,-0.33057;0.515496,0.550282,-0.152042;0.546153,0.319483,-0.237173;0.566829,0.174772,-0.297669;0.585804,0.0619544,-0.336347;0.674786,0.581677,-0.185628;0.687135,0.361781,-0.269648;0.697681,0.227814,-0.323852;0.7009,0.123972,-0.354584;0.826017,0.633173,-0.222487;0.836077,0.465225,-0.298802;0.825649,0.361294,-0.330698;0.808664,0.274691,-0.343532;
0.261081,0.911181,1.35631;0.0716092,0.789843,-0.0716295;0.0327777,0.635774,-0.137826;0.111861,0.514455,-0.195421;0.186041,0.415304,-0.254331;0.318787,0.523012,-0.187746;0.466241,0.324677,-0.30568;0.556875,0.209669,-0.378534;0.635185,0.118789,-0.421655;0.472273,0.551662,-0.217277;0.61542,0.33966,-0.324151;0.717361,0.204904,-0.389309;0.803244,0.0984765,-0.430025;0.606544,0.600406,-0.249202;0.738467,0.39794,-0.343492;0.823175,0.269978,-0.396083;0.888647,0.170376,-0.424495;0.735633,0.667203,-0.28469;0.841067,0.509963,-0.370587;0.886633,0.407359,-0.404442;0.919616,0.323504,-0.41664;
0.67855,0.933413,1.30008;0.370896,0.872096,-0.11475;0.195735,0.746486,-0.196322;0.159105,0.614884,-0.261145;0.142844,0.504846,-0.324135;0.364609,0.561847,-0.210681;0.309192,0.354025,-0.329163;0.27019,0.230295,-0.404948;0.244321,0.130559,-0.449753;0.546924,0.550016,-0.217977;0.45955,0.328274,-0.322438;0.402705,0.184272,-0.388016;0.362847,0.0682969,-0.429618;0.715675,0.562568,-0.231478;0.620598,0.353287,-0.327715;0.554985,0.218828,-0.384694;0.50142,0.113871,-0.416129;0.876552,0.591065,-0.252343;0.811246,0.427627,-0.339251;0.748505,0.323216,-0.377299;0.690191,0.238782,-0.392874;
0.0773588,0.832948,2.01077;-0.0372402,0.700126,-0.078951;-0.0116409,0.559823,-0.156139;0.130626,0.462429,-0.224437;0.253055,0.384388,-0.297513;0.31739,0.488329,-0.202052;0.548398,0.323078,-0.325038;0.699273,0.227919,-0.402013;0.82192,0.151399,-0.449231;0.447602,0.535377,-0.234971;0.694955,0.361312,-0.34585;0.84924,0.248762,-0.409636;0.9729,0.15798,-0.451513;0.546109,0.600047,-0.271964;0.771998,0.429855,-0.365965;0.898398,0.317884,-0.409836;1.00343,0.229722,-0.435003;0.638636,0.680568,-0.314172;0.809461,0.542607,-0.398023;0.892916,0.449186,-0.425856;0.961429,0.371464,-0.43694;
0.878418,0.874949,9.26664;0.555469,0.863522,-0.115241;0.334867,0.76928,-0.194748;0.235609,0.647994,-0.256294;0.163762,0.54296,-0.31436;0.404345,0.578926,-0.206163;0.237744,0.38511,-0.319373;0.137967,0.274009,-0.388943;0.0703514,0.183845,-0.428795;0.571373,0.542493,-0.209248;0.351996,0.337357,-0.307938;0.220536,0.207566,-0.366738;0.126554,0.102592,-0.402044;0.735038,0.532252,-0.218469;0.522887,0.336543,-0.311957;0.392495,0.217163,-0.363455;0.290989,0.123052,-0.389149;0.897126,0.538832,-0.234577;0.750331,0.389641,-0.318398;0.641168,0.299992,-0.350992;0.544066,0.227645,-0.361246;
0.0288516,0.755339,1.98668;-0.0186628,0.626457,-0.0786923;0.0471897,0.49954,-0.146278;0.203257,0.418631,-0.204083;0.339359,0.356528,-0.265422;0.367291,0.465342,-0.156803;0.624301,0.351182,-0.265438;0.800655,0.283136,-0.341904;0.945936,0.228691,-0.389179;0.470006,0.525041,-0.179576;0.74523,0.411596,-0.265953;0.927475,0.335478,-0.319506;1.08425,0.27177,-0.356774;0.535443,0.597729,-0.208614;0.794591,0.489792,-0.280713;0.96397,0.416869,-0.298376;1.1146,0.358616,-0.306919;0.581401,0.683179,-0.244924;0.788922,0.592006,-0.303054;0.912124,0.530545,-0.302778;1.02231,0.48012,-0.295339;
1.05696,0.781303,3.18332;0.746558,0.831534,-0.0904063;0.480175,0.777638,-0.152967;0.314224,0.675063,-0.201341;0.201267,0.585716,-0.246548;0.443501,0.592046,-0.160246;0.202605,0.445652,-0.2538;0.0699433,0.360481,-0.306317;-0.0215004,0.290463,-0.336472;0.576911,0.531208,-0.168262;0.278802,0.372004,-0.261638;0.103349,0.271509,-0.313188;-0.0257882,0.187249,-0.341647;0.723837,0.498061,-0.182346;0.433942,0.343377,-0.277087;0.253322,0.247213,-0.332777;0.112294,0.171149,-0.3581;0.883696,0.480727,-0.199879;0.672654,0.359497,-0.281933;0.521944,0.289512,-0.321042;0.394113,0.233276,-0.336181;
0.563496,0.989941,1.30343;0.249028,0.866704,-0.0432148;0.108881,0.714521,-0.094845;0.118003,0.560736,-0.144221;0.111008,0.429407,-0.199247;0.306309,0.569396,-0.161662;0.312342,0.343576,-0.268916;0.318056,0.212048,-0.335386;0.325644,0.100269,-0.379644;0.49688,0.565715,-0.20164;0.483605,0.323957,-0.317192;0.47472,0.176992,-0.394447;0.464557,0.0580988,-0.450028;0.676803,0.591887,-0.240143;0.653926,0.377068,-0.341758;0.629209,0.246548,-0.395652;0.600005,0.143774,-0.431063;0.861158,0.637217,-0.279402;0.858354,0.453532,-0.365366;0.835107,0.344013,-0.400657;0.802329,0.247595,-0.422208;
0.309675,0.984389,9.36086;0.0987567,0.824858,-0.00760564;0.0568624,0.652204,-0.0428427;0.117338,0.509895,-0.0820441;0.156733,0.388983,-0.126036;0.285601,0.533569,-0.131548;0.408623,0.318451,-0.239379;0.478616,0.194831,-0.301849;0.535878,0.094844,-0.338888;0.460432,0.557934,-0.185998;0.573039,0.324784,-0.297743;0.640375,0.17939,-0.358984;0.689484,0.0697917,-0.396985;0.618622,0.6095,-0.237793;0.713415,0.393966,-0.33898;0.760486,0.263676,-0.380252;0.78417,0.165251,-0.4005;0.779574,0.6836,-0.287066;0.872951,0.507118,-0.376264;0.901483,0.395301,-0.405979;0.90809,0.30022,-0.416584;
0.0185913,0.936608,1.12031;-0.0721315,0.761286,-0.0367636;0.00450288,0.577453,-0.0774125;0.146027,0.449079,-0.1239;0.240075,0.340744,-0.173095;0.290007,0.494416,-0.0872882;0.494394,0.302608,-0.191007;0.619133,0.192799,-0.266037;0.727035,0.100093,-0.31661;0.443284,0.537065,-0.144538;0.655258,0.332521,-0.237084;0.782547,0.203398,-0.308022;0.881287,0.0948561,-0.358079;0.566641,0.606323,-0.207874;0.758734,0.410247,-0.294508;0.867668,0.290247,-0.333637;0.94712,0.187008,-0.358128;0.674435,0.701165,-0.276001;0.8444,0.547481,-0.350933;0.928071,0.448128,-0.366223;0.983277,0.360434,-0.370533;
-0.11907,0.851754,1.86217;-0.108142,0.669633,-0.0477401;0.0155205,0.518072,-0.114711;0.174135,0.410339,-0.179906;0.30989,0.320313,-0.25436;0.309434,0.489743,-0.196719;0.575943,0.327792,-0.333504;0.747238,0.229255,-0.420252;0.897949,0.151496,-0.475086;0.42268,0.549052,-0.250597;0.715574,0.381751,-0.37746;0.90478,0.270827,-0.452698;1.06371,0.181212,-0.501774;0.503524,0.632948,-0.303968;0.778706,0.476522,-0.417646;0.963465,0.374365,-0.465098;1.11156,0.287314,-0.492549;0.565083,0.738791,-0.358622;0.792372,0.628666,-0.452907;0.926633,0.548372,-0.476573;1.03309,0.474319,-0.485417;
0.513028,0.929474,6.3301;0.266158,0.822652,0.0166849;0.178974,0.68418,0.0125285;0.160343,0.55238,0.00635229;0.0880911,0.473701,-0.00377966;0.334766,0.542751,-0.0536517;0.358602,0.331407,-0.108681;0.397098,0.211977,-0.134089;0.442629,0.124576,-0.142609;0.511372,0.540192,-0.0835168;0.522449,0.306419,-0.12893;0.553669,0.167145,-0.147591;0.590415,0.0661186,-0.155102;0.675314,0.562648,-0.109868;0.675824,0.34523,-0.150912;0.692055,0.215886,-0.171178;0.707228,0.120569,-0.178467;0.823832,0.603983,-0.132208;0.841947,0.436726,-0.16837;0.845782,0.336273,-0.177564;0.845361,0.255875,-0.175618;
0.314711,0.914479,8.28268;0.142806,0.778281,0.0126787;0.124462,0.621443,0.00816523;0.150704,0.494169,0.00118044;0.101921,0.411406,-0.00944101;0.321407,0.506007,-0.0489485;0.424318,0.314631,-0.109204;0.511013,0.207196,-0.141517;0.590696,0.130645,-0.155661;0.488838,0.534379,-0.0839999;0.595873,0.321026,-0.130807;0.683056,0.194321,-0.154964;0.758188,0.102693,-0.167249;0.636769,0.583765,-0.117389;0.730676,0.380016,-0.162159;0.797199,0.261276,-0.185763;0.852092,0.171616,-0.195699;0.762478,0.650967,-0.147738;0.850403,0.493715,-0.191439;0.894053,0.398474,-0.204967;0.928935,0.319386,-0.205381;
0.691343,0.910831,4.47225;0.416477,0.852788,0.00924257;0.277821,0.728188,-0.000169317;0.19462,0.607838,-0.0103139;0.0819952,0.54948,-0.0247909;0.353587,0.568606,-0.0753139;0.290438,0.362225,-0.140101;0.278687,0.240744,-0.16935;0.285961,0.15102,-0.180506;0.523284,0.539096,-0.108011;0.443464,0.315513,-0.163684;0.418063,0.17677,-0.186661;0.411959,0.0729623,-0.196185;0.692539,0.534436,-0.137817;0.612044,0.322258,-0.192663;0.575269,0.193948,-0.222361;0.552604,0.0981345,-0.233997;0.852306,0.548811,-0.163263;0.805262,0.383637,-0.216385;0.767288,0.280984,-0.238911;0.737858,0.198837,-0.244705;
0.175552,0.866533,1.10664;0.0641702,0.72326,-0.0197041;0.0932714,0.569773,-0.0501075;0.161744,0.446159,-0.078843;0.147463,0.352902,-0.111054;0.328956,0.485686,-0.0969216;0.508374,0.309169,-0.169345;0.635791,0.219474,-0.209265;0.744958,0.156774,-0.228474;0.476847,0.537595,-0.122607;0.664186,0.346636,-0.175544;0.796909,0.235948,-0.204528;0.902486,0.158566,-0.222193;0.596121,0.606999,-0.147928;0.76553,0.426765,-0.194357;0.87931,0.320153,-0.221006;0.965885,0.242505,-0.235299;0.690214,0.68863,-0.173493;0.839312,0.557882,-0.218159;0.918345,0.475374,-0.233162;0.977164,0.407244,-0.235711;
0.807209,0.857674,6.3277;0.534346,0.848047,-0.00477657;0.373376,0.750749,-0.0250792;0.258751,0.646534,-0.0450769;0.126814,0.606505,-0.0694815;0.397121,0.58011,-0.0853425;0.251029,0.392272,-0.147358;0.187212,0.279761,-0.178206;0.152335,0.189874,-0.192937;0.544239,0.526759,-0.114436;0.380491,0.326811,-0.166945;0.29601,0.19966,-0.193557;0.244666,0.101397,-0.209127;0.698507,0.498244,-0.141169;0.539596,0.306364,-0.191728;0.451216,0.191348,-0.220936;0.389431,0.104034,-0.236114;0.849753,0.488966,-0.165402;0.752267,0.338603,-0.211694;0.680383,0.247771,-0.230762;0.622087,0.172961,-0.237246;
0.0407176,0.780902,1.24671;0.0143744,0.629067,-0.0109089;0.106324,0.484668,-0.0398444;0.207723,0.381493,-0.0680983;0.23633,0.29302,-0.102398;0.335663,0.444678,-0.0999379;0.572501,0.316546,-0.172366;0.730296,0.252265,-0.210927;0.858286,0.210334,-0.230164;0.453855,0.523233,-0.136304;0.712752,0.3827,-0.196192;0.887912,0.299216,-0.231569;1.02841,0.24084,-0.2538;0.542875,0.617389,-0.170743;0.796953,0.481449,-0.227534;0.969558,0.400094,-0.264412;1.10921,0.339458,-0.285815;0.604384,0.722397,-0.202732;0.816791,0.617136,-0.262367;0.950929,0.548024,-0.288229;1.06967,0.488479,-0.29799;
0.947215,0.792364,-8.23085;0.669318,0.821833,0.0317149;0.458651,0.747042,0.0443564;0.305867,0.666922,0.0544182;0.176652,0.663545,0.0593746;0.411514,0.597067,-0.0444675;0.208356,0.439968,-0.0913519;0.107855,0.342196,-0.108582;0.0439936,0.268601,-0.11349;0.536816,0.520888,-0.0826155;0.299009,0.346627,-0.128176;0.171836,0.238154,-0.144708;0.087066,0.156501,-0.150859;0.677245,0.467488,-0.116374;0.449327,0.300839,-0.163473;0.320871,0.20411,-0.191583;0.226944,0.130904,-0.203838;0.8229,0.432289,-0.143783;0.669378,0.300603,-0.187641;0.563601,0.223783,-0.208715;0.476208,0.163869,-0.216733;
0.571469,0.963775,1.24483;0.827958,0.83583,0.0202093;0.922233,0.676142,0.00356846;0.90128,0.532081,-0.0140997;0.774684,0.449096,-0.0459314;0.783049,0.538824,-0.144419;0.693156,0.322921,-0.223897;0.643251,0.199439,-0.265557;0.600874,0.0974808,-0.288992;0.592195,0.547361,-0.196586;0.523514,0.31132,-0.277651;0.472413,0.164708,-0.323245;0.433792,0.052867,-0.352732;0.391924,0.584068,-0.23485;0.342338,0.364325,-0.294576;0.311577,0.222739,-0.331407;0.294159,0.113804,-0.357223;0.196674,0.645509,-0.265836;0.158951,0.471105,-0.319603;0.137818,0.360609,-0.334861;0.122798,0.264398,-0.340126;
0.831856,0.938433,1.05292;0.963888,0.749841,0.0224545;0.925824,0.570914,0.00328518;0.774841,0.466892,-0.0237465;0.629534,0.411724,-0.0671198;0.766082,0.484076,-0.121362;0.562304,0.289546,-0.201441;0.448949,0.182144,-0.249414;0.35349,0.0964493,-0.277648;0.575662,0.531856,-0.184961;0.400299,0.311316,-0.249078;0.290239,0.178292,-0.288881;0.205129,0.0784198,-0.318935;0.400154,0.604103,-0.240471;0.244334,0.39321,-0.293721;0.149198,0.25896,-0.336295;0.08054,0.157434,-0.368978;0.243012,0.697369,-0.289418;0.127952,0.525553,-0.341701;0.0655119,0.419464,-0.357862;0.0152393,0.332346,-0.36647;
0.981488,0.868099,5.02738;1.01532,0.675965,0.037154;0.950405,0.514382,0.00916496;0.810107,0.422706,-0.0298264;0.67007,0.376005,-0.0871836;0.765897,0.430411,-0.121817;0.475267,0.272101,-0.204995;0.31635,0.191491,-0.256281;0.196198,0.127526,-0.28923;0.609389,0.497403,-0.199722;0.319558,0.310426,-0.266066;0.162608,0.207222,-0.305358;0.0517082,0.13125,-0.339386;0.462576,0.591836,-0.26853;0.206445,0.415878,-0.328274;0.0572771,0.309555,-0.367698;-0.0497724,0.22725,-0.401297;0.331065,0.707462,-0.328992;0.146498,0.559452,-0.392377;0.0435265,0.467376,-0.41048;-0.0474586,0.388922,-0.421688;
